SIMPLE                                 ,                 CamilaS-coder,                       Glaubel,                     KauaDev20,                   Lazzure-ufc,                    Lucas-Olii,                   Luismbelo79,                      Luiszszz,              Matheus-Mendes72,                        Nayyra,                   Nycolas6002,            PedroHenriqueVidal,                    SuRaquel05,                VicenteSilva05,                ViniDuarte1111,                       ceci097,                   devjoaoluis,                 felipeufc2025,                  joseluis1100,                    pepe123uyt,                       ryanlbb,                ryanlbpimentel,                  spacercoding,                     tiago-ufc,                       v1n1-03,                    wenfurnas1,                       yuri865,                         zBcxz
+:3:monica                             ,100% 65how 019m 008/004ex 100%,000% 00how 024m 006/003ex 000%,100% 65how 044m 012/006ex 100%,100% 65how 018m 004/002ex 100%,100% 44how 046m 026/013ex 082%,100% 55how 128m 059/000ex 096%,100% 65how 014m 014/007ex 100%,100% 65how 019m 004/002ex 100%,100% 65how 053m 026/013ex 100%,100% 65how 073m 010/005ex 100%,100% 65how 009m 004/002ex 100%,100% 55how 027m 024/012ex 096%,100% 65how 025m 010/005ex 100%,100% 65how 035m 020/010ex 100%,100% 65how 042m 010/005ex 100%,100% 65how 011m 004/002ex 100%,100% 30how 090m 038/019ex 000%,100% 55how 018m 012/006ex 096%,100% 55how 034m 018/009ex 096%,100% 65how 035m 012/006ex 100%,100% 65how 016m 016/008ex 100%,100% 65how 038m 081/037ex 100%,100% 65how 051m 010/005ex 100%,100% 55how 012m 008/004ex 096%,100% 65how 024m 004/002ex 100%,100% 55how 026m 006/003ex 096%,100% 65how 050m 032/016ex 100%
+:3:drone                              ,100% 55how 017m 006/003ex 096%,000% 00how 016m 006/003ex 000%,100% 44how 046m 006/003ex 082%,100% 65how 050m 006/003ex 100%,000% 00how 014m 000/000ex 000%,100% 34how 019m 004/002ex 082%,100% 65how 007m 006/003ex 100%,100% 55how 065m 034/017ex 096%,100% 65how 005m 010/005ex 100%,100% 65how 052m 006/003ex 100%,000% 00how 000m 000/000ex 000%,100% 65how 002m 002/001ex 100%,100% 65how 022m 006/003ex 100%,100% 65how 058m 040/020ex 100%,100% 65how 017m 001/001ex 100%,100% 65how 007m 004/002ex 100%,                           ---,100% 55how 015m 010/005ex 096%,100% 65how 012m 006/003ex 100%,100% 65how 130m 062/031ex 100%,100% 65how 015m 010/005ex 100%,100% 65how 006m 002/001ex 100%,100% 65how 006m 002/001ex 100%,100% 54how 072m 015/010ex 096%,100% 65how 061m 010/005ex 100%,100% 64how 001m 002/001ex 096%,100% 65how 048m 075/030ex 100%
+:3:teleferico                         ,100% 55how 130m 052/026ex 096%,000% 00how 027m 024/012ex 000%,100% 64how 081m 010/005ex 096%,100% 65how 010m 004/002ex 100%,100% 33how 131m 050/025ex 045%,100% 45how 027m 002/001ex 082%,100% 65how 036m 045/023ex 100%,100% 55how 038m 014/007ex 096%,100% 24how 035m 016/008ex 082%,100% 65how 032m 004/002ex 100%,000% 00how 000m 000/000ex 000%,100% 45how 074m 030/015ex 082%,100% 55how 036m 018/009ex 096%,100% 55how 122m 086/043ex 096%,100% 54how 059m 015/007ex 096%,100% 55how 081m 026/013ex 096%,                           ---,100% 55how 014m 014/007ex 096%,100% 55how 055m 048/024ex 096%,100% 55how 001m 006/003ex 096%,100% 65how 028m 004/002ex 100%,100% 65how 011m 008/004ex 100%,100% 65how 063m 028/014ex 100%,100% 55how 001m 002/001ex 096%,100% 65how 246m 064/032ex 100%,100% 24how 001m 002/001ex 082%,100% 65how 113m 076/030ex 100%
+:3:goiabas                            ,100% 65how 014m 006/003ex 100%,000% 00how 027m 014/007ex 000%,100% 65how 033m 010/005ex 100%,100% 65how 010m 004/002ex 100%,100% 25how 055m 028/014ex 082%,100% 55how 015m 006/003ex 096%,100% 65how 016m 018/009ex 100%,100% 65how 006m 002/001ex 100%,100% 25how 040m 018/009ex 082%,100% 65how 011m 002/001ex 100%,000% 00how 000m 000/000ex 000%,100% 55how 003m 006/003ex 096%,100% 65how 020m 012/006ex 100%,100% 65how 027m 018/009ex 100%,100% 64how 013m 002/001ex 096%,000% 00how 008m 000/000ex 000%,                           ---,100% 55how 004m 004/002ex 096%,100% 55how 019m 014/007ex 096%,100% 65how 030m 006/003ex 100%,100% 65how 009m 004/002ex 100%,100% 65how 009m 004/002ex 100%,100% 65how 010m 002/001ex 100%,100% 65how 005m 006/003ex 100%,100% 65how 090m 048/024ex 100%,100% 24how 001m 002/001ex 082%,100% 65how 063m 049/023ex 100%
+:3:cobra                              ,100% 54how 084m 026/024ex 096%,000% 00how 000m 000/000ex 000%,100% 44how 114m 002/001ex 082%,100% 65how 031m 006/003ex 100%,000% 00how 039m 000/000ex 000%,100% 32how 104m 032/016ex 012%,100% 65how 135m 041/020ex 100%,100% 54how 304m 030/015ex 096%,100% 24how 066m 078/039ex 082%,100% 55how 136m 018/009ex 096%,100% 65how 059m 016/008ex 100%,000% 04how 286m 032/028ex 000%,000% 00how 099m 066/033ex 000%,100% 25how 075m 016/008ex 082%,100% 54how 030m 012/007ex 096%,000% 00how 092m 036/018ex 000%,                           ---,100% 55how 118m 020/010ex 096%,100% 54how 104m 042/021ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 059m 012/006ex 100%,100% 45how 088m 076/038ex 082%,100% 65how 179m 076/038ex 100%,100% 65how 000m 002/001ex 100%,100% 45how 039m 006/003ex 082%,100% 34how 001m 002/001ex 082%,100% 65how 114m 053/022ex 100%
*:3:game10                             ,100% 65how 022m 005/004ex 100%,000% 00how 000m 000/000ex 000%,100% 65how 033m 022/011ex 100%,100% 65how 003m 002/001ex 100%,000% 00how 000m 000/000ex 000%,100% 33how 005m 002/001ex 045%,100% 65how 027m 010/005ex 100%,100% 65how 086m 010/005ex 100%,100% 24how 019m 004/002ex 082%,100% 65how 027m 004/002ex 100%,000% 00how 000m 000/000ex 000%,000% 00how 051m 011/011ex 000%,100% 65how 020m 004/002ex 100%,100% 65how 039m 026/013ex 100%,000% 00how 009m 002/001ex 000%,000% 00how 009m 002/001ex 000%,                           ---,100% 55how 006m 008/004ex 096%,100% 55how 044m 016/008ex 096%,000% 00how 000m 001/001ex 000%,100% 65how 017m 008/004ex 100%,100% 65how 033m 032/016ex 100%,000% 65how 014m 004/002ex 000%,100% 65how 002m 004/002ex 100%,100% 65how 099m 004/002ex 100%,100% 24how 001m 002/001ex 082%,100% 65how 084m 072/032ex 100%
*:3:salario                            ,100% 65how 039m 006/006ex 100%,000% 00how 000m 000/000ex 000%,100% 65how 059m 004/002ex 100%,100% 65how 004m 010/005ex 100%,100% 55how 017m 018/009ex 096%,100% 33how 005m 002/001ex 045%,100% 65how 008m 011/005ex 100%,100% 65how 026m 008/004ex 100%,100% 65how 051m 008/004ex 100%,100% 55how 039m 016/005ex 096%,000% 00how 000m 000/000ex 000%,000% 00how 036m 011/010ex 000%,100% 65how 009m 002/001ex 100%,100% 65how 017m 026/013ex 100%,100% 65how 058m 018/009ex 100%,100% 65how 005m 004/002ex 100%,                           ---,100% 55how 026m 006/003ex 096%,100% 65how 008m 004/002ex 100%,100% 65how 021m 010/005ex 100%,100% 65how 028m 022/011ex 100%,100% 65how 008m 008/004ex 100%,100% 65how 016m 020/010ex 100%,100% 65how 003m 006/003ex 100%,100% 65how 019m 010/005ex 100%,100% 45how 001m 002/001ex 082%,100% 65how 022m 006/003ex 100%
=:1:missão-repetição-i=================,                           129,                           000,                           129,                           133,                           111,                           098,                           133,                           131,                           115,                           132,                           133,                           122,                           131,                           120,                           106,                           133,                           000,                           129,                           129,                           116,                           133,                           124,                           116,                           133,                           133,                           110,                           133
+:1:loop_i                             ,100% 55how 056m 016/008ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 024m 004/002ex 100%,100% 65how 012m 004/002ex 100%,090% 33how 100m 095/045ex 032%,100% 44how 029m 006/003ex 082%,100% 65how 029m 029/014ex 100%,100% 65how 099m 036/018ex 100%,090% 54how 052m 010/005ex 092%,100% 65how 015m 006/003ex 100%,100% 65how 079m 010/005ex 100%,100% 45how 014m 012/006ex 082%,100% 65how 009m 008/004ex 100%,100% 25how 037m 010/005ex 082%,100% 55how 039m 038/019ex 096%,100% 65how 006m 008/004ex 100%,                           ---,100% 55how 003m 004/002ex 096%,100% 65how 016m 006/003ex 100%,100% 55how 119m 016/008ex 096%,100% 65how 028m 012/006ex 100%,100% 65how 046m 082/041ex 100%,100% 65how 003m 002/001ex 100%,100% 65how 000m 002/001ex 100%,100% 65how 011m 012/006ex 100%,100% 44how 001m 002/001ex 082%,100% 65how 028m 067/033ex 100%
+:1:loop_ii                            ,100% 55how 065m 030/015ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 024m 004/002ex 100%,100% 65how 011m 006/003ex 100%,100% 35how 059m 142/057ex 082%,100% 45how 054m 022/011ex 082%,100% 65how 057m 102/051ex 100%,100% 65how 023m 014/007ex 100%,100% 34how 033m 051/025ex 082%,100% 55how 011m 010/005ex 096%,100% 65how 032m 006/003ex 100%,100% 45how 154m 062/031ex 082%,100% 65how 008m 008/004ex 100%,100% 23how 038m 049/024ex 045%,100% 55how 177m 082/041ex 096%,100% 65how 005m 006/003ex 100%,                           ---,100% 55how 003m 006/003ex 096%,100% 55how 032m 034/017ex 096%,100% 55how 026m 024/012ex 096%,100% 65how 014m 014/007ex 100%,100% 65how 007m 010/005ex 100%,100% 65how 005m 002/001ex 100%,100% 65how 007m 018/009ex 100%,100% 65how 050m 040/020ex 100%,100% 25how 002m 004/002ex 082%,100% 65how 023m 103/036ex 100%
+:1:loop_iii                           ,100% 55how 028m 024/012ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 005m 006/003ex 100%,100% 65how 006m 004/002ex 100%,100% 55how 019m 026/013ex 096%,100% 45how 047m 008/004ex 082%,100% 65how 041m 072/036ex 100%,100% 65how 022m 014/007ex 100%,100% 65how 023m 020/010ex 100%,100% 65how 005m 004/002ex 100%,100% 65how 044m 014/007ex 100%,100% 65how 006m 008/004ex 100%,100% 65how 011m 010/005ex 100%,100% 65how 054m 091/044ex 100%,100% 45how 165m 060/026ex 082%,100% 65how 004m 004/002ex 100%,                           ---,100% 55how 001m 002/001ex 096%,100% 55how 052m 054/027ex 096%,100% 44how 054m 030/015ex 082%,100% 65how 007m 010/005ex 100%,100% 65how 004m 006/003ex 100%,100% 65how 004m 004/002ex 100%,100% 65how 000m 002/001ex 100%,100% 65how 020m 008/004ex 100%,100% 25how 006m 004/002ex 082%,100% 65how 010m 066/024ex 100%
+:1:loop_iv                            ,100% 55how 125m 056/028ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 076m 006/003ex 100%,100% 65how 118m 014/007ex 100%,100% 23how 093m 095/046ex 045%,100% 45how 030m 020/010ex 082%,100% 65how 031m 073/037ex 100%,100% 55how 115m 028/014ex 096%,100% 64how 081m 032/016ex 096%,100% 55how 013m 006/003ex 096%,100% 65how 004m 004/002ex 100%,100% 55how 060m 038/019ex 096%,100% 65how 038m 018/009ex 100%,100% 65how 032m 052/026ex 100%,100% 45how 243m 072/036ex 082%,100% 65how 011m 006/003ex 100%,                           ---,100% 55how 004m 008/004ex 096%,100% 55how 018m 008/004ex 096%,100% 65how 016m 012/006ex 100%,100% 65how 017m 014/007ex 100%,100% 65how 058m 086/043ex 100%,100% 65how 010m 002/001ex 100%,100% 65how 000m 002/001ex 100%,100% 65how 064m 038/019ex 100%,100% 24how 001m 002/001ex 082%,100% 65how 006m 006/003ex 100%
+:2:loop_v                             ,100% 55how 209m 102/051ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 010m 005/002ex 100%,100% 65how 022m 006/003ex 100%,100% 55how 025m 049/023ex 096%,000% 00how 267m 062/031ex 000%,100% 65how 034m 014/007ex 100%,100% 55how 143m 050/025ex 096%,100% 23how 058m 012/006ex 045%,100% 65how 006m 006/003ex 100%,100% 65how 031m 010/005ex 100%,100% 35how 071m 018/009ex 082%,100% 65how 058m 026/013ex 100%,100% 65how 034m 068/034ex 100%,100% 45how 048m 028/014ex 082%,100% 65how 012m 006/003ex 100%,                           ---,100% 55how 005m 008/004ex 096%,100% 55how 078m 026/012ex 096%,100% 65how 001m 004/002ex 100%,100% 65how 023m 014/007ex 100%,100% 65how 149m 186/093ex 100%,100% 65how 072m 036/018ex 100%,100% 65how 001m 004/002ex 100%,100% 65how 044m 032/016ex 100%,100% 34how 001m 002/001ex 082%,100% 65how 010m 006/003ex 100%
+:2:pares                              ,100% 55how 174m 072/036ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 038m 006/003ex 100%,100% 65how 008m 004/002ex 100%,100% 24how 069m 081/037ex 082%,100% 45how 288m 088/000ex 082%,100% 65how 130m 181/089ex 100%,100% 55how 083m 026/013ex 096%,100% 24how 036m 028/014ex 082%,100% 65how 035m 010/005ex 100%,100% 65how 025m 008/004ex 100%,100% 55how 055m 008/004ex 096%,100% 55how 068m 020/010ex 096%,100% 35how 011m 010/005ex 082%,100% 43how 020m 002/001ex 045%,100% 65how 039m 018/009ex 100%,                           ---,100% 55how 011m 010/005ex 096%,100% 55how 025m 018/009ex 096%,100% 43how 001m 002/001ex 045%,100% 65how 049m 014/007ex 100%,100% 45how 257m 198/099ex 082%,100% 65how 062m 012/006ex 100%,100% 65how 002m 004/002ex 100%,100% 65how 075m 040/020ex 100%,100% 34how 002m 002/001ex 082%,100% 65how 169m 091/044ex 100%
+:2:sapatos                            ,100% 55how 022m 006/003ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 047m 026/013ex 100%,100% 65how 008m 002/001ex 100%,100% 55how 029m 041/019ex 096%,100% 55how 075m 056/028ex 096%,100% 65how 022m 053/026ex 100%,100% 65how 024m 006/003ex 100%,100% 64how 003m 002/001ex 096%,100% 65how 073m 010/005ex 100%,100% 65how 016m 004/002ex 100%,100% 55how 033m 006/003ex 096%,100% 65how 028m 008/004ex 100%,100% 54how 088m 072/036ex 096%,100% 45how 024m 004/002ex 082%,100% 65how 009m 006/003ex 100%,                           ---,100% 55how 004m 006/003ex 096%,100% 55how 071m 054/027ex 096%,100% 45how 006m 010/005ex 082%,100% 65how 003m 004/002ex 100%,100% 65how 003m 002/001ex 100%,100% 65how 004m 004/002ex 100%,100% 65how 000m 002/001ex 100%,100% 65how 063m 016/008ex 100%,100% 14how 001m 002/001ex 082%,100% 65how 022m 014/007ex 100%
+:2:filhos                             ,100% 55how 065m 028/014ex 096%,000% 00how 000m 000/000ex 000%,100% 44how 025m 010/005ex 082%,100% 65how 013m 008/004ex 100%,100% 55how 020m 018/009ex 096%,100% 44how 057m 020/010ex 082%,100% 65how 025m 066/033ex 100%,100% 65how 018m 014/007ex 100%,100% 65how 031m 014/007ex 100%,100% 65how 015m 002/001ex 100%,100% 65how 030m 016/008ex 100%,100% 65how 008m 004/002ex 100%,100% 55how 096m 016/007ex 096%,100% 65how 008m 006/003ex 100%,100% 64how 040m 023/010ex 096%,100% 65how 008m 004/002ex 100%,                           ---,100% 55how 004m 006/003ex 096%,100% 55how 057m 024/012ex 096%,100% 45how 093m 036/018ex 082%,100% 65how 015m 004/002ex 100%,100% 65how 011m 008/004ex 100%,100% 65how 015m 004/002ex 100%,100% 65how 000m 002/001ex 100%,100% 65how 028m 018/009ex 100%,100% 24how 001m 002/001ex 082%,100% 65how 160m 194/083ex 100%
*:2:ceu                                ,100% 55how 009m 012/006ex 096%,000% 00how 000m 000/000ex 000%,100% 64how 052m 020/010ex 096%,100% 65how 010m 004/002ex 100%,100% 45how 087m 262/117ex 082%,100% 45how 347m 152/076ex 082%,100% 65how 070m 037/018ex 100%,100% 55how 138m 046/023ex 096%,100% 65how 033m 012/006ex 100%,100% 65how 012m 002/001ex 100%,100% 65how 026m 010/005ex 100%,100% 45how 020m 006/003ex 082%,100% 55how 055m 042/019ex 096%,100% 65how 045m 092/046ex 100%,080% 34how 072m 074/037ex 053%,100% 65how 014m 008/004ex 100%,                           ---,100% 55how 009m 006/003ex 096%,100% 55how 043m 026/013ex 096%,100% 65how 015m 028/014ex 100%,100% 65how 009m 006/003ex 100%,100% 45how 046m 058/028ex 082%,100% 65how 042m 012/006ex 100%,100% 65how 003m 004/002ex 100%,100% 65how 021m 020/010ex 100%,100% 34how 001m 002/001ex 082%,100% 65how 023m 018/009ex 100%
*:2:esconde                            ,100% 55how 011m 010/005ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 044m 016/008ex 100%,100% 65how 007m 006/003ex 100%,100% 35how 066m 090/038ex 082%,100% 44how 151m 046/023ex 082%,100% 65how 023m 030/015ex 100%,100% 65how 011m 002/001ex 100%,100% 34how 056m 048/024ex 082%,100% 65how 022m 006/003ex 100%,100% 65how 015m 008/004ex 100%,100% 55how 023m 006/003ex 096%,100% 65how 070m 060/030ex 100%,100% 45how 026m 030/015ex 082%,100% 54how 060m 014/007ex 096%,100% 65how 013m 008/004ex 100%,                           ---,100% 55how 005m 010/005ex 096%,100% 65how 006m 004/002ex 100%,100% 65how 015m 018/009ex 100%,100% 65how 019m 004/002ex 100%,100% 45how 019m 020/010ex 082%,000% 65how 068m 012/006ex 000%,100% 65how 000m 002/001ex 100%,100% 65how 014m 004/002ex 100%,100% 34how 001m 002/001ex 082%,100% 65how 005m 004/002ex 100%
=:1:missão-repetição-ii================,                           132,                           000,                           113,                           118,                           012,                           096,                           118,                           131,                           093,                           130,                           019,                           053,                           118,                           111,                           067,                           100,                           000,                           133,                           115,                           118,                           118,                           104,                           134,                           133,                           116,                           113,                           118
+:2:zigzag                             ,100% 65how 036m 018/009ex 100%,000% 00how 000m 000/000ex 000%,100% 65how 082m 050/025ex 100%,100% 65how 008m 004/002ex 100%,100% 55how 033m 059/026ex 096%,100% 44how 130m 036/018ex 082%,100% 65how 062m 043/021ex 100%,100% 65how 019m 004/002ex 100%,100% 35how 045m 025/011ex 082%,100% 55how 012m 008/004ex 096%,000% 00how 000m 000/000ex 000%,100% 25how 057m 024/012ex 082%,100% 65how 030m 014/007ex 100%,100% 65how 037m 092/046ex 100%,100% 45how 049m 018/009ex 082%,100% 65how 007m 004/002ex 100%,                           ---,100% 55how 004m 002/001ex 096%,100% 55how 008m 006/003ex 096%,100% 65how 009m 010/005ex 100%,100% 65how 034m 006/003ex 100%,100% 45how 176m 112/055ex 082%,100% 65how 018m 010/005ex 100%,100% 65how 000m 002/001ex 100%,100% 65how 017m 006/003ex 100%,100% 35how 001m 002/001ex 082%,100% 65how 066m 008/004ex 100%
+:2:colorido                           ,100% 54how 188m 068/034ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 071m 012/006ex 100%,100% 65how 020m 004/002ex 100%,000% 00how 174m 133/063ex 000%,100% 43how 833m 348/174ex 045%,100% 65how 123m 159/080ex 100%,100% 54how 026m 012/006ex 096%,100% 25how 070m 060/030ex 082%,100% 25how 063m 010/005ex 082%,000% 00how 000m 000/000ex 000%,100% 54how 100m 040/020ex 096%,100% 65how 066m 012/006ex 100%,100% 54how 202m 513/249ex 096%,100% 54how 151m 104/048ex 096%,100% 65how 012m 006/003ex 100%,                           ---,100% 55how 065m 022/011ex 096%,100% 55how 123m 070/035ex 096%,100% 55how 119m 080/040ex 096%,100% 65how 027m 010/005ex 100%,100% 35how 117m 154/077ex 082%,100% 65how 081m 044/022ex 100%,100% 55how 002m 006/003ex 096%,100% 65how 113m 046/023ex 100%,100% 34how 001m 002/001ex 082%,100% 65how 112m 058/029ex 100%
+:3:concentra                          ,100% 54how 057m 012/006ex 096%,000% 00how 000m 000/000ex 000%,100% 64how 063m 038/019ex 096%,100% 65how 028m 008/004ex 100%,                           ---,100% 35how 056m 022/011ex 082%,100% 65how 023m 053/026ex 100%,100% 55how 079m 018/009ex 096%,100% 34how 063m 018/009ex 082%,100% 55how 053m 006/003ex 096%,000% 00how 000m 000/000ex 000%,100% 45how 250m 128/059ex 082%,100% 65how 016m 018/009ex 100%,100% 35how 102m 192/093ex 082%,100% 54how 322m 127/077ex 096%,100% 65how 043m 014/007ex 100%,                           ---,100% 55how 004m 002/001ex 096%,100% 55how 029m 035/018ex 096%,100% 65how 067m 036/018ex 100%,100% 65how 032m 012/006ex 100%,100% 65how 026m 030/015ex 100%,100% 65how 010m 016/008ex 100%,100% 55how 000m 002/001ex 096%,100% 65how 034m 034/017ex 100%,100% 24how 000m 002/001ex 082%,100% 65how 077m 094/047ex 100%
